radio_medio,Phi
0.1,-1.885203827821782
0.30000000000000004,-1.5243796758803982
0.5,-1.4118745771457084
0.7000000000000001,-1.307537993922967
0.9,-1.2090044175915649
1.1,-1.118771772270663
1.3000000000000003,-1.0391408485318983
1.5,-0.967893863964024
1.7000000000000002,-0.9038889548853615
1.9,-0.8478539313045765
2.1,-0.797662203564969
2.3000000000000003,-0.753289152942199
2.5,-0.7134385965133946
2.7,-0.6770135519400221
2.9000000000000004,-0.6443225739089967
3.1,-0.6144101665140277
3.3000000000000003,-0.5872207925143895
3.5,-0.5622386403027706
3.7,-0.5390349909970278
3.9000000000000004,-0.5176990262548063
4.1,-0.49795644428432084
4.300000000000001,-0.4797159615577771
4.5,-0.46263114422128415
4.700000000000001,-0.44673015128057847
4.9,-0.43186542155070384
5.1,-0.4179631251832973
5.300000000000001,-0.40495327230145245
5.5,-0.3927353957662243
5.700000000000001,-0.38117182651464643
5.9,-0.3702164437383494
6.1,-0.35993703187018516
6.300000000000001,-0.3501832183970797
6.5,-0.34095280437471154
6.700000000000001,-0.33216169900313375
6.9,-0.3238290442225764
7.1,-0.31590156694550064
7.300000000000001,-0.3083459694726749
7.5,-0.301155440514598
7.700000000000001,-0.29431549904817544
7.9,-0.2877412760865713
8.100000000000001,-0.28147945508208855
8.3,-0.2754691146379954
8.5,-0.26968491632513825
8.7,-0.26415278718193314
8.9,-0.2588499373620941
9.100000000000001,-0.25375321742445883
9.3,-0.2488664394043651
9.5,-0.244151447823387
9.700000000000001,-0.2396042680177301
9.9,-0.23524383483284514
10.100000000000001,-0.23103861756360752
10.3,-0.22695577654208327
10.5,-0.22302722879535283
10.700000000000001,-0.21922221775721892
10.9,-0.2155536710008256
11.100000000000001,-0.2120107258328078
11.3,-0.2085699683081143
11.5,-0.20525411433527516
11.700000000000001,-0.2020174294043244
11.9,-0.19890434847995966
12.100000000000001,-0.1958767553483183
12.3,-0.19294166866189738
12.5,-0.19008742351571875
12.700000000000001,-0.18731866661680183
12.9,-0.18462642140531743
13.100000000000001,-0.18201046668345924
13.3,-0.17947221131944965
13.5,-0.17701234357455
13.700000000000001,-0.17460200378293553
13.9,-0.17225699915329828
14.100000000000001,-0.16998156483440888
14.3,-0.16775864712677432
14.5,-0.1656000129984139
14.700000000000001,-0.16349104388885108
14.9,-0.16144734656935775
15.100000000000001,-0.1594506631017813
15.3,-0.1575036473158617
15.5,-0.15559688529127153
15.700000000000001,-0.15374006972613208
15.9,-0.15192969308408277
16.1,-0.1501549427265387
16.3,-0.14842083957671304
16.5,-0.14672355983516147
16.700000000000003,-0.1450651283977007
16.9,-0.14343475047985324
17.1,-0.14185281934740654
17.3,-0.14030522520490143
17.5,-0.13879521439174902
17.700000000000003,-0.13731543858030615
17.9,-0.1358632025372884
18.1,-0.1344392566360974
18.3,-0.13305230877383747
18.5,-0.131688140811848
18.700000000000003,-0.1303533813357574
18.9,-0.12904186315750488
19.1,-0.12775555822312964
19.300000000000004,-0.12649947641365727
19.5,-0.12526276316650425
19.700000000000003,-0.12405377928430025
19.9,-0.12287233709361337
20.1,-0.12170755814138598
20.300000000000004,-0.12056615308211413
20.5,-0.1194417734983659
20.700000000000003,-0.11834202869426594
20.9,-0.11726065555140902
21.1,-0.11620487702525945
21.300000000000004,-0.1151628670597624
21.5,-0.11414004239151665
21.700000000000003,-0.11312913413345003
21.9,-0.11214650809095474
22.1,-0.1111709631926157
22.300000000000004,-0.11021773750459618
22.5,-0.10927686986445045
22.700000000000003,-0.10835693821769962
22.9,-0.10745495258896991
23.1,-0.1065629997272845
23.300000000000004,-0.10568654328440837
23.5,-0.10482482160461255
23.700000000000003,-0.10397891339437151
23.9,-0.10314356311409564
24.1,-0.10231850792166299
24.300000000000004,-0.10150331664293648
24.5,-0.10070459378964122
24.700000000000003,-0.09992228757297274
24.9,-0.09915185713826753
25.1,-0.09839027710688815
25.300000000000004,-0.09763971745227458
25.5,-0.09690329201207794
25.700000000000003,-0.09617899737675575
25.9,-0.09546738279410061
26.1,-0.09476502596911994
26.300000000000004,-0.0940735144975476
26.5,-0.0933890324014188
26.700000000000003,-0.0927138378742369
26.9,-0.09204932255789747
27.1,-0.09139271083207261
27.300000000000004,-0.09075233598073328
27.5,-0.0901118918715683
27.700000000000003,-0.08948457726652465
27.9,-0.08886471460736174
28.1,-0.08825459361303867
28.300000000000004,-0.08765112031906998
28.5,-0.08705988912424124
28.700000000000003,-0.08647120341207622
28.9,-0.08589498095982838
29.1,-0.0853244619312051
29.300000000000004,-0.08476158450871982
29.5,-0.08420706800684721
29.700000000000003,-0.08366045390996935
29.9,-0.08311971374836961
