arandela,x_f,y_f,z_f,vx_f,vy_f,vz_f,masa,r_xy,radio_medio,radio_medio_log10,densidad_log10
79,-2161.239589498999,1206.4329309355533,-1462.9307014112965,6997.231268602763,-10099.364610880206,-6162.808474483248,6922.0,110060.72586028246,15.9,1.2013971243204515,1.0371917604386158
80,-274.39274680042774,1337.2999085310876,-771.2913835589393,13844.371904761127,-14335.850852148802,6236.681176352161,6770.0,108995.33563550818,16.1,1.2068258760318498,1.0166914721239617
81,-102.07100746510989,-957.0787162252518,46.47594341191083,23379.34786007074,-23869.652591573646,11355.65560120355,6851.0,111661.37332866316,16.3,1.212187604403958,1.0111334504229084
82,-268.89659100708064,494.1031507686012,-2720.542257902742,765.156703224689,-5632.524322730843,-9148.09907964517,6724.0,110942.23323114107,16.5,1.2174839442139063,0.9924146393370669
83,404.4452518034696,315.8021275408046,2957.1924193169684,9917.60035021663,-7676.114654397708,3599.2048990741587,6694.0,111789.15162182802,16.700000000000003,1.2227164711475833,0.9800077153215164
84,-1256.9968786928607,-1349.7375121786142,2748.2864705329634,28191.050711033404,-13782.729739906345,-8495.810043158628,6663.0,112607.9823748286,16.9,1.2278867046136734,0.9676514757652892
85,-95.48854322735622,-652.8948792262742,-616.3968856971597,5567.0636969452935,-23284.320675471557,-13728.144792811248,6807.0,116394.00295420771,17.1,1.2329961103921538,0.9667187194142606
86,-1240.0581168427473,1379.6867976071221,533.1397031729805,-6194.126892935174,-12816.065262382117,-10098.641004578116,6402.0,110748.1786483277,17.3,1.2380461031287955,0.929978766949702
87,-1730.478150789358,-348.70901181985874,1765.0829012412116,16251.537478443333,-10778.218752546034,5272.651432012996,6692.0,117100.04871315138,17.5,1.2430380486862944,0.9392352482426479
88,598.1789772734606,408.69997056738555,-21.421131932861343,-677.409306204873,-9221.450676242857,12487.292989335934,6487.0,114817.90672458378,17.700000000000003,1.2479732663618066,0.9158528847520121
89,-1490.5115774054882,-1363.062314847271,-1709.0627623216292,22247.313691008127,-20952.204472823378,19843.492246413338,6494.0,116245.61010537673,17.9,1.252853030979893,0.9065618445555993
90,-173.12689972771378,-1392.764110405933,3590.4998156757433,24102.904468202538,4584.956029813845,2696.979637886747,6414.0,116094.42541645003,18.1,1.2576785748691846,0.8915275273745689
91,1033.3517835401085,-926.9906461824024,13.209701749476991,11424.111556185166,-12872.218450972849,-12236.664537802177,6303.0,115343.5902813934,18.3,1.2624510897304295,0.8744009452426453
92,836.4424431491313,-1305.1334852107027,-2399.4317701023792,-2219.3863549175667,9191.258174140623,4944.694353179254,6230.0,115257.27212100032,18.5,1.2671717284030137,0.859900500389933
93,777.4298895043609,-387.0372908715034,771.4477836955946,10240.875657909066,3077.479723583185,11693.234491922902,6290.0,117629.91965720558,18.700000000000003,1.271841606536499,0.8547234329013196
94,-474.00639328478877,-346.57109138019837,1349.571549755943,5797.619207473148,-545.324501731156,7094.433664273152,6181.0,116826.26075107155,18.9,1.276461804173244,0.8378912229249038
95,-91.30408210147424,-222.7196349635984,6425.905700158694,14391.193150356801,-4764.162270966198,1462.332436296481,6215.0,118709.45014070474,19.1,1.2810333672477277,0.8311305705889495
96,210.33159968114086,44.21839694132859,-2093.4345087184793,26301.0998370098,-269.0769783754659,-548.346647112337,6007.0,115930.70468031308,19.300000000000004,1.2855573090077739,0.8072992678546994
97,-16.255507549874267,-289.7600752776793,2552.4020222424974,33438.58903100445,-3309.912402184207,2915.42814898171,6057.0,118106.06560852203,19.5,1.290034611362518,0.8019446841728267
98,1121.5164516449836,142.34451876688885,-5198.402334850171,16304.621174433792,830.0691371330861,-1136.3023122396974,6263.0,123382.96276903032,19.700000000000003,1.294466226161593,0.8076063695210656
99,302.3361111163224,390.1254723565889,-291.1715299851257,31520.073944685468,-2663.8317468270943,-14248.633771408668,5963.0,118667.11144030004,19.9,1.2988530764097066,0.7775151412704906
100,-237.29399555930536,-1596.80723738599,-2221.7153929556744,485.3793191410314,6733.980652371798,-5923.888649067947,5717.0,114914.51737068407,20.1,1.3031960574204888,0.7505326345028822
101,-34.210215459474824,-1605.9249768953114,35.806768401985636,9072.189804506177,-7902.517159588602,-24924.73419425714,5905.0,119873.81647323896,20.300000000000004,1.307496037913213,0.7559844535092289
102,52.658298254232754,1854.6921918447892,565.4864038628409,27204.275583798182,-4198.874617725148,-14653.302407529372,5829.0,119492.31716303607,20.5,1.3117538610557542,0.741843028804353
103,771.9741373818191,299.4961387572044,-772.339054751682,17107.612282287155,-15437.016533474538,-1197.9612253213772,5842.0,120933.04223992467,20.700000000000003,1.3159703454569178,0.7343776235628797
104,-801.2164908698593,1783.136125573461,1896.7992311014498,-4161.021208745587,-3382.7786581630476,7822.874640101225,5601.0,117067.57532465814,20.9,1.320146286111054,0.7077298266359949
105,260.7964598374557,1692.031564078989,-216.3076894115224,7966.867715865074,-21658.322219362748,10965.048459069598,5717.0,120627.41717577189,21.1,1.3242824552976926,0.7083601703372555
106,-146.1937389619335,937.9395615532394,1023.0723357469282,-10365.633594662217,8772.951442968812,-7752.311212778277,5600.0,119281.03348696801,21.300000000000004,1.3283796034387378,0.6911857696230265
107,-7.821605390272172,562.4239607324008,-2723.683242785886,-2532.940089972452,-13498.866353446105,-12781.63202521927,5560.0,119537.24597034791,21.5,1.3324384599156054,0.6799548803329085
108,-976.1341898477328,767.7077162838061,797.148964010007,15038.268037533016,-12614.315806284492,-3334.298117182666,5729.0,124323.17059197983,21.700000000000003,1.3364597338485296,0.6849164205961598
109,1485.4507771199296,-120.8060531109111,902.977813456503,16181.161505193762,5963.929536909518,4962.841829214146,5576.0,122115.6404876426,21.9,1.3404441148401183,0.6651916573477896
110,313.163783530002,-1679.2085165626315,115.31087829050276,9789.616539262448,-15498.689255580543,-9246.372498883578,5425.0,119897.50026048072,22.1,1.3443922736851108,0.6453723714722613
111,161.93035779122766,-2013.7404434381256,4098.526875203785,18885.771840597412,539.6681487229876,2509.1677338740683,5478.0,122163.93354688831,22.300000000000004,1.3483048630481607,0.6417695310707324
112,-580.6819921474458,930.8330679309682,254.1433134832696,-3179.9561870781927,14976.96667261891,-1456.0445115299767,5276.0,118715.83373534704,22.5,1.3521825181113625,0.6176970314227972
113,-1568.3887859038293,-864.4147412302897,1187.9383410140242,1738.6725796392184,-20506.956520961325,-4026.6183795414645,5304.0,120399.28844188667,22.700000000000003,1.3560258571931227,0.612309131947945
114,593.5081406056868,1587.3140912836031,3927.726536828747,6925.8525083474115,-9517.339727449136,-1533.3824911274587,5438.0,124533.50516122117,22.9,1.359835482339888,0.6155256183668132
115,897.7170627100015,-1043.3524057690154,-2314.3792167426845,5955.842065222943,2418.42401477369,-7739.250739694899,5108.0,117997.38608268935,23.1,1.3636119798921444,0.5807843561963004
116,132.70786628149403,398.7431708346894,1073.0206034803177,2876.0759942936747,-17074.520755949827,-5454.408264519143,5340.0,124420.1260436097,23.300000000000004,1.367355921026019,0.5925868887395228
117,-2256.2371099059965,266.19495162760853,2205.419633488736,15378.30268192327,-2331.8197992949645,4389.665041184444,5203.0,122261.77225458984,23.5,1.3710678622717363,0.5738756203103919
118,-994.3310767266953,165.69709865964614,514.5563407470969,22741.01304513318,-12062.008998635094,-10401.942611433398,5138.0,121770.98335855125,23.700000000000003,1.374748346010104,0.5610549709234388
119,-409.46971806305294,-60.30212802247384,968.5886689421112,8224.591369995302,-6773.596081760943,9128.57758463951,5208.0,124467.36820038578,23.9,1.3783979009481377,0.5596327796313104
120,1658.8088678718414,1221.0102789426646,1997.120994375912,1414.226159310735,5089.248092771945,-9337.34104049493,5274.0,127107.03708879235,24.1,1.3820170425748683,0.5578636881643048
121,-2186.8472629461085,894.9203487958953,132.73074957493105,9776.863567345743,-1950.3964559270576,-10418.703587168819,5052.0,122761.86135369679,24.300000000000004,1.3856062735983123,0.532008483402451
122,-106.37208851508468,262.92476793157607,1211.2898831868986,18780.917383686512,-15319.446394997216,-2525.5789160947943,5051.0,123744.98362797154,24.5,1.3891660843645324,0.5248029283616745
123,-2996.462512477147,174.6285232386859,-1142.6143781447736,-3010.013699322912,-20712.80874240009,-3208.619545485652,5093.0,125798.76700652977,24.700000000000003,1.3926969532596658,0.5213375371334547
124,1040.4121268725141,-1453.9621158321477,2728.1940147744817,-7943.299606408757,3854.8547596750604,-13.711550827975486,4977.0,123926.46487825984,24.9,1.3961993470957363,0.5043267519938418
125,-495.87543308690067,1.9517383457980557,-4305.018754585206,14544.119950450451,-3016.7533985634946,10896.997687197496,4926.0,123645.96499127315,25.1,1.3996737214810382,0.49290480704307515
126,100.04596820080312,1006.6307601121961,-2214.1925010604805,16281.13498294322,-10992.330863271533,4157.892704681929,4974.0,125833.13367899798,25.300000000000004,1.403120521175818,0.49022261726970773
127,1229.8545079880707,-1575.276714932471,3109.976986399963,16659.89702726255,-8333.77643186932,2912.522545749727,4896.0,124849.7281231866,25.5,1.4065401804339552,0.4765189622943033
128,639.6783537049503,330.15280660300925,-1832.9070171878666,-7926.392100697202,-1752.8989432935311,2019.3846480540722,4806.0,123510.0250488735,25.700000000000003,1.4099331233312946,0.461675468345503
129,-1103.4380424729281,103.4645115046217,1687.0837752081213,-8295.851347492367,1985.8436009590398,8274.387481915148,4861.0,125897.8413745522,25.9,1.413299764081252,0.4598840751712594
130,1460.424164528908,-82.35634815294536,8.857613459123268,10542.554840191897,9627.512578868223,6448.980989485882,4805.0,125405.30683240213,26.1,1.416640507338281,0.4481703925340494
131,218.6949380237574,236.14592975068766,609.4007270630945,-8098.894865709351,-6161.417613548233,5644.581517145031,4824.0,126876.24513405951,26.300000000000004,1.419955748489758,0.44325384955669456
132,230.13915609728457,-1818.91302318292,-2081.164767349777,16671.472933216915,-12459.96523012997,6936.0365260706785,4656.0,123387.73603909693,26.5,1.423245873936808,0.42127930264414126
133,423.8787666910453,1054.189219724329,3486.9383877025443,17384.962472770567,3951.368201770137,-5138.185735751731,4689.0,125198.4490868021,26.700000000000003,1.4265112613645752,0.41781581965284603
134,-695.7717731407049,-185.53463538981134,-2960.5903173787237,14139.816268788662,-17728.429208586724,-6783.298752469592,4656.0,125247.07567022002,26.9,1.429752280002408,0.4082665513636926
135,322.0392709745783,-168.72913614685888,839.4865242696811,14046.067759497704,-10790.3966414047,1346.3023501438795,4539.0,123004.23780374961,27.1,1.4329692908744058,0.3907797701406408
136,-331.751041691069,-813.483940057051,7078.996612982261,10227.06918694642,4438.128797457951,-2439.011213169463,4583.0,125125.40446612777,27.300000000000004,1.436162647040756,0.3885827610855975
137,-1090.440540101177,2203.0340670158207,-501.7094332493224,13882.280024087451,4874.920558366343,-3278.5943255666252,4477.0,123111.78783545338,27.5,1.4393326938302626,0.37207993279541046
138,2708.0740009978226,-2164.6810345027793,1707.4544172311732,7748.860585950405,-7590.271496721833,1678.6091587034196,4539.0,125728.33366791824,27.700000000000003,1.4424797690644486,0.3717588982290697
139,-1176.4875116170185,1662.945243822246,231.23908531459972,4856.591300848174,4627.688694638131,-293.6923059204319,4472.0,124772.33892402891,27.9,1.4456042032735976,0.3590516688987234
140,-1270.5876035290116,-1221.1168578956815,-1050.6671578702246,9499.118509941256,9819.181028663024,1357.590234179279,4369.0,122771.29127156649,28.1,1.4487063199050798,0.34272771184594397
141,3511.6878237031983,67.00858213990266,2301.9307505368697,15863.42356767708,-1077.2370875539787,-12160.36034340969,4452.0,125982.55050941133,28.300000000000004,1.4517864355242902,0.3447406173823351
142,102.05919737176903,988.087384138251,2658.6539904282313,-7320.755185197845,-6634.105357083292,2820.6205411807487,4445.0,126680.97847887695,28.5,1.4548448600085102,0.33794040333745073
143,-624.1235490646451,-254.95601395804454,1611.6669210267414,9319.838722566268,-1941.260821087483,-17491.400231688913,4339.0,124520.1624866173,28.700000000000003,1.4578818967339924,0.3213842394628041
144,1274.76822753464,-773.18230849995,1097.1586682707061,30195.876655172367,3514.9424582977313,4619.082629902363,4348.0,125656.95777724715,28.9,1.4608978427565478,0.3162522569439519
145,187.0012050328947,1872.824761095316,3809.1740254819597,7175.326395034595,-7026.6905653846425,-331.87705207960056,4125.0,120042.65395273533,29.1,1.4638929889859074,0.2873964057000245
146,-1030.4191713285145,2889.040469443577,3342.5589357278523,6080.57045431421,-7290.720447696739,-6939.301325988843,4296.0,125866.88771654437,29.300000000000004,1.4668676203541096,0.299087486027752
147,-1437.2152205506802,1823.6128760382514,3087.2586700483894,7518.200381328237,-1103.6894481345448,5850.452260939145,4245.0,125226.31914428671,29.5,1.469822015978163,0.2879921394552362
148,-2407.9661564000257,-320.3657913824668,-5964.306103336095,-3088.3271182169806,-440.5665567301824,-8225.81431063806,4317.0,128211.96313204181,29.700000000000003,1.4727564493172125,0.28942764918176084
149,340.6922456596709,1131.6797231588548,3823.346605533687,3291.127806123384,-10854.537639626395,7546.772793372835,4243.0,126866.71004801663,29.9,1.4756711883244296,0.2760891761594408
